id;parent_id;product_number;active;stock;name;description;price_net;price_gross;purchase_prices_net;purchase_prices_gross;tax_id;tax_rate;tax_name;cover_media_id;cover_media_url;cover_media_title;cover_media_alt;manufacturer_id;manufacturer_name;categories;sales_channel;propertyIds;optionIds
00000000000000000000000000000f24;;049GOLD-Karton;1;99999;"Papierhandtücher 3 lagig hochweiß • Zellstoff GOLD Z Falzung 24 x 21 cm • Karton";"<ul>
	<li><strong>Papierhandt&uuml;cher<u> 3 lagig Premium</u> 3 x 17g m&sup2; Zellstoff&nbsp;</strong></li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit, sehr weich</li>
	<li>Passend f&uuml;r alle Standard-Spender</li>
	<li>Abmessungen: gefaltet 24 x 10,5 cm &ndash; ausgefaltet 24 x 21 cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Kartonversand ab 2 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
	<li><span style=""font-size: 12px; color: rgb(255, 0, 0);"">Versandinformation : Ab 16&nbsp;Kartons =&nbsp;1/2 Palette, versenden wir auf Palette</span></li>
</ul>
<p><iframe allowfullscreen="""" frameborder=""0"" height=""250"" name=""Papierhandtücher 3 lagig premiun Gold"" scrolling=""no"" src=""https://embed.imajize.com/2866232"" style=""background-color: transparent; border: 0;"" title=""Papierhandtücher 3 lagig premiun Gold"" width=""250""></iframe></p>";21.75;25.88;9.7;11.54;0192436d054573ab9c558465bce16e8d;19;"Standard rate";019702901dd87c3e91941e08b5f88c76;https://sw6.hamburgpapier-shop.de/media/1e/9b/d2/1748094689/papierhandtuecher-3-lagig-premium-zellstoff-gold-kartonversand.avif?ts=1761146222;"Papierhandtücher 3 lagig hochweiss aus Zellstoff mit Kartonversand";"Karton Papierhandtücher 3 lagig premium aus Zellstoff erhältlich mit Kartonversand ab 2 Kartons versandkostenfrei per DPD";;;00000000000000000000000000000325|0000000000000000000000000000032f|01980d47ccea7c4f8216c3a38a17e7b5;0192436de3fe728997374211eefd79c9;af00000000000000000000000000039d|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af000000000000000000000000000390|af00000000000000000000000000033b;
00000000000000000000000000000e70;;1039-Karton;1;99999;"Papierhandtücher 2 lagig schwarz Zellstoff • Z Falzung 24 x 21cm • Karton";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig schwarz </strong>Zellstoff 2 x 18g</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit, sehr weich&nbsp;</li>
	<li>Passend f&uuml;r alle Standard-Spender&nbsp;</li>
	<li><strong>EU ECOLABEL</strong>&nbsp;zertifiziert&nbsp;</li>
	<li>Abmessungen: gefaltet 25 x 10,5 cm &ndash; ausgefaltet 25 x 21 cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Kartonversand ab 2 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
	<li><span style=""font-size: 12px; color: rgb(255, 0, 0);"">Versandinformation : Ab 16&nbsp;Kartons =&nbsp;1/2 Palette, versenden wir auf Palette</span></li>
</ul>

<p><img alt=""Eu Ecolabel Zertifikat für Papierhandtücher 2 lagig schwarz"" src=""/media/80/83/dc/1749648419/eu-ecolabel-zertifikat-papierhandtuecher-2-lagig-schwarz-im-karton.avif?ts=1751820893"" style=""width: 225px; height: 90px;"" title=""Papierhandtücher 2 lagig schwarz Eu Ecolabel Zertifikat"" /></p>

<p><iframe frameborder=""0"" height=""125"" scrolling=""no"" src=""https://embed.imajize.com/1598668"" width=""125""></iframe></p>";26.53;31.57;15.86;18.87;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01975f2bdd177ebdb3eb0919c9214e73;https://sw6.hamburgpapier-shop.de/media/f0/f1/8c/1749648400/papierhandtuecher-2-lagig-schwarz-zellstoff-kartonversand.avif?ts=1749724179;"Papierhandtücher 2 lagig schwarz aus Zellstoff";"papierhandtücher 2 lagig schwarz aus Zellstoff versand im kartonversand ab 2 kartons versandkostenfrei per DPD";;;00000000000000000000000000000325|0000000000000000000000000000032d|0000000000000000000000000000034e;0192436de3fe728997374211eefd79c9;af00000000000000000000000000039d|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af000000000000000000000000000390;
00000000000000000000000000000d3b;;ZU50490032;1;99999;"Papierhandtücher 2 lagig grün recycling • Z Falzung 24 x 21 cm • Palette";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig gr&uuml;n </strong>recycling</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, Festigkeit, sehr weich</li>
	<li>Passend f&uuml;r alle Standard-Spender</li>
	<li>Unser&nbsp;Produkt&nbsp;hat ein&nbsp;<strong>EU ECOLABEL</strong>&nbsp;Zertifikat</li>
	<li>Abmessungen: gefaltet 24 x 10,5 cm &ndash; ausgefaltet 24 x 21 cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand ab 32 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>
<p><img alt=""Eu Ecolabel Zertifikat für Papierhandtücher 2 lagig recycling grün im Palettenversand versandkostenfrei"" src=""/media/62/40/03/1749467459/eu-ecolabel-zertifikat-papierhandtuecher-2-lagig-gruen-palettenversand.avif?ts=1751798017"" style=""width: 225px; height: 90px;"" title=""Papierhandtücher mit Eu Ecolabel Zertifikat 2 lagig grün ab 32 Kartons2"" /></p>";19.04;22.66;12.69;15.1;0192436d054573ab9c558465bce16e8d;19;"Standard rate";0197545eb7eb71a2952f137af104ff69;https://sw6.hamburgpapier-shop.de/media/f2/be/0d/1749467183/papierhandtuecher-2-lagig-gruen-recycling-palettenversand.avif?ts=1761130650;"Papierhandtücher 2 lagig grün ab 32 Kartons Palettenversand";"Papierhandtücher 2 lagig grün im Palettenversand ab 32 Kartons auf einer Palette versandkostenfrei 3200 Stück im Karton";;;00000000000000000000000000000325|0000000000000000000000000000032d|0000000000000000000000000000034d|0197f3c3877e77d5b13ecab00247f974;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af000000000000000000000000000394|af00000000000000000000000000039d|af000000000000000000000000000392|af000000000000000000000000000399|af0000000000000000000000000003a5;
00000000000000000000000000000e71;;3255-Karton;1;99999;"Papierhandtücher 2 lagig Interfold • Zellstoff  20,5 x 24 cm • Karton";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig Interfold Zellstoff 2 x 18g m&sup2;&nbsp;</strong></li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit,&nbsp;sehr weich&nbsp;</li>
	<li>Unser&nbsp;Produkt&nbsp;besitzt ein&nbsp;<strong>Eu Ecolabel</strong>&nbsp;Zertifikat</li>
	<li>Abmessungen: gefaltet 20,5 x 8 cm &ndash; ausgefaltet <strong>20,5 x 24 cm</strong></li>
	<li><u><b>3</b> Faltungen mit 8 cm</u></li>
	<li><span style=""color:#4b6b8b;""><strong>Kartonversand ab 2 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
	<li><span style=""font-size: 12px; color: rgb(255, 0, 0);"">Versandinformation : Ab 24&nbsp;Kartons =&nbsp;1/2 Palette, versenden wir auf Palette</span></li>
</ul>

<p><u><img alt=""Eu Ecolabel mit Kartonversand ab 2 Kartons versandkostenfrei für Papierhandtücher 2 lagig Zellstoff 24 cm "" src=""/media/0d/0d/19/1747817230/eu-ecolabel-papierhandtuecher-interfold-2-lagig-24-cm-kartonversand.avif?ts=1761227561"" style=""width: 225px; height: 90px;"" title=""EU Ecolabel für Papierhandtücher interfold 2 lagig Zellstoff 24 cm "" /></u></p>
<p><iframe allowfullscreen="""" frameborder=""0"" height=""250"" scrolling=""no"" src=""https://embed.imajize.com/9951102"" style=""background-color: transparent; border: 0;"" title=""Papierhandtücher 2 lagig Interfold "" width=""250""></iframe></p>";17.31;20.6;10.5;12.5;0192436d054573ab9c558465bce16e8d;19;"Standard rate";0196ee37b36d747394ee5a038c69ac04;https://sw6.hamburgpapier-shop.de/media/ae/9c/57/1747753352/papierhandtuecher-interfold-2-lagig-zellstoff-24-cm-kartonversand.avif?ts=1761227467;"Papierhandtücher Interfold 2 lagig Zellstoff 24 cm ab 2 Kartons";"Bild Papierhandtücher Interfold 2 lagig Zellstoff 24 cm im Kartonversand ab 2 Kartons in einem Umkarton per Paketdienst";;;00000000000000000000000000000325|00000000000000000000000000000330|00000000000000000000000000000350|0197e9b441ec74f1b887d8cbb90ac29e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af000000000000000000000000000390|af00000000000000000000000000039e;
00000000000000000000000000000fa1;;ZU2032-GO-W;1;99999;"Papierhandtücher 2 lagig Interfold • W-Falz Zellstoff 20,3 x 32 cm • PALETTE";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig 2 x 18g m&sup2; Interfold </strong>&nbsp;</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit sehr weich</li>
	<li>Abmessungen: gefaltet 20,3&nbsp;x 8 cm &ndash; ausgefaltet <u><strong>20,3&nbsp;cm x 32 cm</strong>&nbsp;</u></li>
	<li><strong><u>4&nbsp;Faltungen mit 8 cm</u></strong></li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand ab 54 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""250"" scrolling=""no"" src=""https://embed.imajize.com/3892335"" style=""background-color: transparent; border: 0;"" title=""Papierhandtücher Interfold 2 lagig 32 cm ab 54 Kartons"" width=""250""></iframe></p>";13.79;16.41;10;11.9;0192436d054573ab9c558465bce16e8d;19;"Standard rate";0196fcf42a587471b52365b697156b4d;https://sw6.hamburgpapier-shop.de/media/29/c2/dd/1748000583/papierhandtuecher-interfold-2-lagig-32-cm-palettenversand.avif?ts=1761304389;"Papierhandtücher Interfold 2 lagig 32 cm ab 54 Kartons";"Papierhandtücher interfold 2 lagig Zellstoff 32cm Palettenversand ab 54 Kartons versandkostenfrei";;;00000000000000000000000000000325|00000000000000000000000000000330|00000000000000000000000000000350|0197e9b441ec74f1b887d8cbb90ac29e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af00000000000000000000000000039e;
00000000000000000000000000000ec4;;ZU3255GO;1;99999;"Papierhandtücher 2 lagig Interfold • Zellstoff 20,5 x 24 cm • PALETTE";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig interfold Zellstoff&nbsp;2 x 18g m&sup2;&nbsp;</strong></li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit sehr weich</li>
	<li>Unser&nbsp;Produkt&nbsp;ist&nbsp;<strong>Eu Ecolabel</strong>&nbsp;zertifiziert</li>
	<li>Abmessungen: gefaltet 20,5 x 8 cm &ndash; ausgefaltet <strong>20,5 x 24 cm</strong></li>
	<li><u><strong>3</strong> Faltungen mit 8 cm</u></li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand ab 54 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><u><img alt=""Eu Ecolabel zertifiziert für Papierhandtücher 2 lagig Zellstoff 3210 Stück 24 cm"" src=""/media/8e/42/63/1747907480/eu-ecolabel-fuer-papierhandtuecher-interfold-2-lagig-im-palettenversand.avif?ts=1751887360"" style=""width: 225px; height: 90px;"" title=""EU Ecolabel zertifiziert"" /></u></p>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""250"" scrolling=""no"" src=""https://embed.imajize.com/9951102"" style=""background-color: transparent; border: 0;"" title=""Papierhandtücher 2 lagig Interfold Palettenversand "" width=""250""></iframe></p>";13.82;16.45;9.9;11.78;0192436d054573ab9c558465bce16e8d;19;"Standard rate";0196f7672eb678ecb315c3582f5596bd;https://sw6.hamburgpapier-shop.de/media/a9/05/bd/1747907459/papierhandtuecher-interfold-2-lagig-zellstoff-palettenversand.avif?ts=1761296141;"Papierhandtücher Interfold 2 lagig Palettenversand ab 54  ";"Papierhandtücher Interfold 2 lagig Zellstoff palettenversand ab 54 Kartons die Kartons sind auf einer Palette gepackt";;;00000000000000000000000000000325|00000000000000000000000000000330|00000000000000000000000000000350|0197e9b441ec74f1b887d8cbb90ac29e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af00000000000000000000000000039e;
00000000000000000000000000000fa4;;2032-Karton;1;99999;"Papierhandtücher 2 lagig Interfold •  W-Falz Zellstoff 20,3 x 32 cm • Karton";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig 2 x 18g m&sup2; Interfold </strong>&nbsp;</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit sehr weich</li>
	<li>Abmessungen: gefaltet 20,3&nbsp;x 8 cm &ndash; ausgefaltet <u><strong>20,3&nbsp;cm x 32 cm</strong>&nbsp;</u></li>
	<li><strong><u>4&nbsp;Faltungen mit 8 cm</u></strong></li>
	<li><span style=""color:#4b6b8b;""><strong>Kartonversand ab 2 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""250"" scrolling=""no"" src=""https://embed.imajize.com/3892335"" style=""background-color: transparent; border: 0;"" title=""Papierhandtücher Interfold 2 lagig 32 cm"" width=""250""></iframe></p>";17.62;20.97;15.55;18.5;0192436d054573ab9c558465bce16e8d;19;"Standard rate";0196fd61b3b57e77bb642d856271b9cb;https://sw6.hamburgpapier-shop.de/media/d6/2f/79/1748007762/papierhandtuecher-interfold-2-lagig-zellstoff-32-cm-kartonversand.avif?ts=1761301328;"Papierhandtücher interfold 2 lagig 32 cm im Kartonversand";"Papierhandtücher Interfold 2 lagig Zellstoff 32 cm Kartonversand ab 2 Kartons 2250 Stück im Karton ";;;00000000000000000000000000000325|00000000000000000000000000000330|00000000000000000000000000000350|0197e9b441ec74f1b887d8cbb90ac29e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af000000000000000000000000000390|af00000000000000000000000000039e;
00000000000000000000000000000bd9;;050-Karton;1;99999;"Papierhandtücher 2 lagig weiß • recycling Z Falzung 21 x 21cm • Karton";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig wei&szlig;&nbsp;&nbsp;<u>21 x 21 cm (!</u>)&nbsp;2 x 18g m&sup2;</strong></li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, Festigkeit und weich</li>
	<li>Unser Produkt ist&nbsp;<strong>EU ECOLABEL </strong>zertifiziert&nbsp;</li>
	<li>Abmessungen: <strong>gefaltet <u>21&nbsp;x 10,5 cm</u></strong> &ndash; <strong>ausgefaltet <u>21&nbsp;x 21 cm</u></strong></li>
	<li><span style=""color:#4b6b8b;""><strong>Kartonversand ab 2 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><span style=""color:#4b6b8b;""><strong><span style=""color:#4b6b8b;""><strong><img alt=""Eu Ecolabel zertifizierte Papierhandtücher 2 lagig weiss 21 x 21 cm "" src=""/media/88/99/e2/1749820998/eu-ecolabel-papierhandtuecher-2-lagig-weiss-21-21-cm-im-karton.avif?ts=1751801314"" style=""width: 225px; height: 90px;"" title=""Papierhandtücher 2 lagig weiss Ecolabel zertifiziert"" /></strong></span></strong></span></p>";21.71;25.83;8.2;9.76;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01976973b6f079b8abf2f75036a53398;https://sw6.hamburgpapier-shop.de/media/e5/f5/a1/1749820881/papierhandtuecher-2-lagig-weiss-21-21-cm-kartonversand.avif?ts=1761053425;"Papierhandtücher 2 lagig weiss 21 x 21 cm";"Kartonbild Papierhandtücher 2 lagig weiss  21 x 21 cm Versand im Kartonversand ab 2 kartons ohne versandkosten per DPD ";;;00000000000000000000000000000325|0000000000000000000000000000032d|0000000000000000000000000000034b|0197f3743b12755f94eee800ba8df5e6;0192436de3fe728997374211eefd79c9;af000000000000000000000000000394|af00000000000000000000000000039d|af000000000000000000000000000392|af000000000000000000000000000399|af000000000000000000000000000390|af0000000000000000000000000003a7;
00000000000000000000000000000d5d;;ZU50491035;1;99999;"Papierhandtücher C Falz 1 lagig • GRAU 25 x 31 cm • PALETTE";"<ul>
	<li><strong>Papierhandt&uuml;cher C Falzung 1 lagig&nbsp;</strong>recycling&nbsp;</li>
	<li>Hohe Saugf&auml;higkeit, nassfest, hohe Festigkeit und weich</li>
	<li>Unser&nbsp;Produkt hat ein&nbsp;<strong>Eu Ecolabel</strong>&nbsp;</li>
	<li>Abmessungen: gefaltet 25 x 10 cm &ndash; <u><strong>ausgefaltet 25 x 31 cm</strong></u>&nbsp;</li>
	<li>3 Faltungen mit&nbsp; ca. 10 cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversandversand ab 36&nbsp;Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
	<li><span style=""font-size: 12px; color: rgb(255, 0, 0);"">Versandinformation : Ab 18&nbsp;Kartons =&nbsp;1/2 Palette, versenden wir auf Palette</span></li>
</ul>

<p><img alt=""Papierhandtücher 1 lagig C Falz mit EU Ecolabel Palettenversand"" src=""/media/8c/a5/21/1748086932/eu-ecolabel-papierhandtuecher-c-falzung-1-lagig-palettenversand.avif?ts=1751272563"" style=""width: 225px; height: 90px;"" title=""EU Ecolabel für Papierhandtücher C Falz Palettenversand"" /></p>";17.77;21.15;13.1;15.59;0192436d054573ab9c558465bce16e8d;19;"Standard rate";019735e646da7455b352e2377f246d3f;https://sw6.hamburgpapier-shop.de/media/61/62/44/1748955974/papierhandttuecher-c-falz-1-lagig-recycling-palette.avif?ts=1761308296;"Papierhandtücher 1 lagig C Falzung ab 36 Kartons";"Papierhandtücher C Falzung 1 lagig recycling mit Palettenversand ab 36 kartons versandkostenfrei per Spedition";;;00000000000000000000000000000325|00000000000000000000000000000331|00000000000000000000000000000351|01980d4db7b975769143826f194d14da;0192436de3fe728997374211eefd79c9;af00000000000000000000000000038e|af000000000000000000000000000391|af000000000000000000000000000394|af0000000000000000000000000003a4|af000000000000000000000000000399|af00000000000000000000000000039f;
00000000000000000000000000000d5e;;ZU50491045;1;99999;"Papierhandtücher C Falz 2 lagig • Zellstoff 25 x 31 cm • PALETTE";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig C Falz 2 x 18g m&sup2;</strong>&nbsp;Zellstoff</li>
	<li>Sehr hohe Saugf&auml;higkeit, nassfest, hohe Festigkeit sehr weich</li>
	<li>Unser&nbsp;Produkt hat ein&nbsp;<strong>Eu Ecolabel</strong>&nbsp;Zertifikat</li>
	<li>Abmessungen: gefaltet 25 x 10 cm &ndash; <u><strong>ausgefaltet 25 x 31 cm&nbsp;</strong></u></li>
	<li>3 Faltungen mit ca. 10cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand&nbsp;ab 36&nbsp;Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><img alt=""Eu Ecolabel Zertifikat für Papierhandtücher C Falz 2 lagig Zellstoff ab 36 Kartons"" src=""/media/66/6a/e6/1748961305/papierhandtuecher-c-falz-2-lagig-eu-ecolabel-palettenversand.avif?ts=1751868986"" style=""width: 225px; height: 90px;"" title=""Eu Ecolabel Zertifikat"" /></p>";20.32;24.18;16;19.04;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01973635740b77be86042071bc6c95d2;https://sw6.hamburgpapier-shop.de/media/0a/af/67/1748961163/papierhandtuecher-c-falz-2-lagig-zellstoff-palette.avif?ts=1751868859;"Papierhandtücher C Falz 2 lagig Zellstoff Palettenversand";"palettenversand ab 36 kartons papierhandtücher c falz 2 lagig zellstoff versandkostenfrei 2880 Stück im karton";;;00000000000000000000000000000325|00000000000000000000000000000352|01980d4dcc447b6ab2ecb54d221a2a63|00000000000000000000000000000331;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8|af00000000000000000000000000039f;
00000000000000000000000000000d56;;ZU50490019;1;99999;"Toilettenpapier 2 lagig Zellstoff Super Soft • 200 Blatt • 2160 Rollen PALETTE";"<ul>
	<li><strong>Toilettenpapier 2 lagig Zellstoff&nbsp;hochwei&szlig; </strong>verleimt, <u>Blumenpr&auml;gung</u></li>
	<li><strong>200 Blatt pro Rolle</strong> &ndash; 1 VE = 120 Rollen (10 x12 Rollen)</li>
	<li>Hohe Festigkeit und <strong>Super Soft</strong> in spitzen Zellstoffqualit&auml;t</li>
	<li>Mit<strong> <u>EU Ecolabel Zertifikat</u></strong>&nbsp;umweltschonend&nbsp;hergestellt</li>
	<li>Abmessungen: H&ouml;he 9,50cm &ndash; Blattl&auml;nge 11cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand ab 18 VE = 2160 Rollen</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>

<p><img alt=""Ecolabel Zertifikat für Toilettenpapier 2 lagig Zellstoff super soft im Palettenversand"" src=""/media/83/84/90/1752405680/ecolabel-zertifikat-toilettenpapier-2-lagig-super-soft-palettenversand.avif?ts=1752405712"" style=""width: 225px; height: 90px;"" title=""Ecolabel Zertifikat"" /></p>";23.56;28.04;14.54;17.3;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01980380bd267fc8a196776ba523a4ef;https://sw6.hamburgpapier-shop.de/media/51/77/6c/1752405425/toilettenpapier-2-lagig-zellstoff-super-soft-200-blatt-palettenversand.avif?ts=1761573819;"Toilettenpapier 2 lagig Super Soft Palettenversand  ";"Ecolabel Zertifikat für Toilettenpapier 2 lagig Zellstoff super soft im Palettenversand";;;00000000000000000000000000000332|00000000000000000000000000000335|00000000000000000000000000000353|019879fd65f37e6c87b0a72f99923d5e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399;
000000000000000000000000000009b8;;ZU50490025-H;1;99999;"Papierhandtücher 2 lagig hochweiß Zellstoff • Z Falzung  25x21cm •  Palette";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig hochweiss Zellstoff&nbsp;</strong>2x18g m&sup2;&nbsp;</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, hohe Festigkeit, sehr weich</li>
	<li>Passend f&uuml;r alle Standard-Spender&nbsp;</li>
	<li>Unser Produkt hat ein&nbsp;<strong>EU ECOLABEL</strong>&nbsp;Zertifikat&nbsp;</li>
	<li>Abmessungen: gefaltet 25 x 10,5 cm - ausgefaltet 25 x 21 cm</li>
	<li><strong style=""color:#4b6b8b;"">Palettenversand ab 32 Kartons</strong></li>
	<li><strong style=""color:#4b6b8b;"">Versandkostenfrei</strong></li>
</ul>

<p><img alt=""Papierhandtücher 2 lagig mit Eu Ecolabel Zertifikat hochweiss aus Zellstoff im Palettenversand"" src=""/media/e3/cb/20/1749623383/ecolabel-zertifikat-papierhandtuecher-2-lagig-hochweiss-palette.avif?ts=1761142891"" style=""width: 225px; height: 90px;"" title=""Papierhandtücher Ecolabel Zertifikat 2 lagig hochweiss"" /></p>";16.56;19.71;10.8;12.85;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01975daca6007e24ad77227462d12444;https://sw6.hamburgpapier-shop.de/media/de/81/63/1749623285/papierhandtuecher-2-lagig-hochweiss-zellstoff-palettenversand.avif?ts=1761142791;"Papierhandtücher 2 lagig aus Zellstoff mit Palettenversand";"Papierhandtücher 2 lagig hochweiss aus Zellstoff als Palettenversand ab 32 Karton gepackt auf einer Palette versandkostenfrei";;;00000000000000000000000000000325|0000000000000000000000000000032d|0000000000000000000000000000034c|01980d4a352a7b9dab3f5e7263f1acf5|019889bef657787695233003eada7ae6;0192436de3fe728997374211eefd79c9;af000000000000000000000000000391|af00000000000000000000000000039d|af000000000000000000000000000392|af000000000000000000000000000395|af000000000000000000000000000399|af0000000000000000000000000003a8;
00000000000000000000000000000dd0;;ZU50491039;1;99999;"Papierhandtücher 2 lagig schwarz Zellstoff • Z Falzung 24 x 21cm • Palette";"<ul>
	<li><strong>Papierhandt&uuml;cher 2 lagig schwarz </strong>Zellstoff 2 x 18g m&sup2;&nbsp;</li>
	<li>Nassfest, sehr hohe Saugf&auml;higkeit, Festigkeit, sehr weich</li>
	<li>Passend f&uuml;r alle Standard-Spender</li>
	<li><strong>EU ECOLABEL</strong> zertifiziert</li>
	<li>Abmessungen: gefaltet 25 x 10,5 cm &ndash; ausgefaltet 25 x 21 cm</li>
	<li><span style=""color:#4b6b8b;""><strong>Palettenversand ab 32 Kartons</strong></span></li>
	<li><span style=""color:#4b6b8b;""><strong>Versandkostenfrei</strong></span></li>
</ul>
<p><img alt=""eu ecolabel zertifikat aus zellstoff als papierhandtücher 2 lagig schwarz kartonversand ab 2 kartons per paketdienst "" src=""/media/bd/57/bf/1749648551/ecolabel-zertifikat-papierhandtuecher-2-lagig-schwarz-palette.avif?ts=1751821392"" style=""width: 225px; height: 90px;"" title=""Papierhandtücher 2 lagig schwarz Eu Ecolabel Zertifikat"" /></p>
<p><iframe frameborder=""0"" height=""125"" scrolling=""no"" src=""https://embed.imajize.com/1598668"" width=""125""></iframe></p>";22.32;26.56;16.5;19.63;0192436d054573ab9c558465bce16e8d;19;"Standard rate";01975f2df8717de585be57cf0bfda2f7;https://sw6.hamburgpapier-shop.de/media/a7/5f/c5/1749648538/papierhandtuecher-2-lagig-schwarz-zellstoff-palettenversand.avif?ts=1749731080;"Papierhandtücher 2 lagig schwarz mit Palettenversand";"papierhandtücher 2 lagig schwarz aus zellstoff mit palettenversand ab 32 kartons ohne versandkosten co2 neutral";;;00000000000000000000000000000325|0000000000000000000000000000032d|0000000000000000000000000000034e;0192436de3fe728997374211eefd79c9;af000000000000000000000000000392|af000000000000000000000000000399|af000000000000000000000000000391|af000000000000000000000000000395|af00000000000000000000000000039d;
